codlegislatura,datemissao,idedocumento,idecadastro,indtipodocumento,nucarteiraparlamentar,nudeputadoid,nulegislatura,numano,numespecificacaosubcota,numlote,nummes,numparcela,numressarcimento,numsubcota,sgpartido,sguf,txnomeparlamentar,txtcnpjcpf,txtdescricao,txtdescricaoespecificacao,txtfornecedor,txtnumero,txtpassageiro,txttrecho,vlrdocumento,vlrglosa,vlrliquido,vlrrestituicao
56,2020-02-14 00:00:00,7018104,73433,1,336,974,2019,2020,1,1678231,2,0,,3,PT,SP,Arlindo Chinaglia,22834603000202,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,AUTO POSTO AZUL COMERCIO,004068,,,98.01,0,98.01,
56,2020-02-07 00:00:00,7016582,73433,4,336,974,2019,2020,1,1677556,2,0,,3,PT,SP,Arlindo Chinaglia,00692418000107,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,AUTO POSTO CINCO ESTRELAS LTDA,28731,,,100,0,100,
56,2020-01-25 00:00:00,7016827,73433,0,336,974,2019,2020,1,1677634,1,0,,3,PT,SP,Arlindo Chinaglia,13031932000143,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,AUTO POSTO EXPRESS 3M LTDA,344430,,,106.02,0,106.02,
56,2020-02-16 00:00:00,7018108,73433,1,336,974,2019,2020,1,1678231,2,0,,3,PT,SP,Arlindo Chinaglia,11298903000117,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,AUTO POSTO GOMGAJ EIRELI,075058,,,100,0,100,
56,2020-02-13 00:00:00,7018091,73433,1,336,974,2019,2020,1,1678231,2,0,,3,PT,SP,Arlindo Chinaglia,11298903000117,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,AUTO POSTO GOMGAJ EIRELI,179820,,,122.89,0,122.89,
56,2020-01-28 00:00:00,7009225,73433,0,336,974,2019,2020,1,1673759,1,0,,3,PT,SP,Arlindo Chinaglia,03663944000137,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,AUTO POSTO JAAL LT,000443819,,,50,0,50,
56,2020-01-06 00:00:00,7016778,73433,0,336,974,2019,2020,1,1677634,1,0,,3,PT,SP,Arlindo Chinaglia,17796693000173,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,AUTO POSTO MURARO E MURARO,029024,,,145,0,145,
56,2020-01-24 00:00:00,7016835,73433,0,336,974,2019,2020,1,1677634,1,0,,3,PT,SP,Arlindo Chinaglia,68890649000169,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,AUTO POSTO RIO PRETAO LTDA,354152,,,138.02,0,138.02,
56,2020-01-29 00:00:00,7016795,73433,0,336,974,2019,2020,1,1677634,1,0,,3,PT,SP,Arlindo Chinaglia,43736370000102,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,AUTO POSTO TAMADE LT,020643,,,100,0,100,
56,2020-01-24 00:00:00,7009226,73433,0,336,974,2019,2020,1,1673759,1,0,,3,PT,SP,Arlindo Chinaglia,07744656000168,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,CAMPEAO 80 POSTO DE SERVICOS LTDA,000188783,,,80,0,80,
56,2020-02-05 00:00:00,7016577,73433,4,336,974,2019,2020,1,1677556,2,0,,3,PT,SP,Arlindo Chinaglia,00306597002574,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,749158,,,100,0,100,
56,2020-02-18 00:00:00,7016701,73433,4,336,974,2019,2020,1,1677638,2,0,,3,PT,SP,Arlindo Chinaglia,00306597003112,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,CASCOL COMBUSTIVEIS PARA VEICULOS LTDA,396107,,,60,0,60,
56,2020-01-21 00:00:00,7018126,73433,1,336,974,2019,2020,1,1678229,1,0,,3,PT,SP,Arlindo Chinaglia,10394030000264,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,IGÁS COMÉRCIO DE COMBUSTÍVEIS LTDA,744306,,,86.9,0,86.9,
56,2020-01-31 00:00:00,7018122,73433,1,336,974,2019,2020,1,1678229,1,0,,3,PT,SP,Arlindo Chinaglia,46892261000164,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,MARTINELI AUTO POSTO LTDA,151634,,,182.14,0,182.14,
56,2020-02-09 00:00:00,7018115,73433,1,336,974,2019,2020,1,1678231,2,0,,3,PT,SP,Arlindo Chinaglia,02787519000197,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,PIT STOP AUTO POSTO DE LINS LTDA,563951,,,130,0,130,
56,2020-02-07 00:00:00,7016808,73433,0,336,974,2019,2020,1,1677637,2,0,,3,PT,SP,Arlindo Chinaglia,52694676000126,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,POSTO DA SERRA DE SANTA RITA LT,205088,,,50.02,0,50.02,
56,2020-01-23 00:00:00,7016783,73433,0,336,974,2019,2020,1,1677634,1,0,,3,PT,SP,Arlindo Chinaglia,19499974000190,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,POSTO DE ENERGIA AUTOMOTIVA LTDA,236104,,,50,0,50,
56,2020-02-08 00:00:00,7018116,73433,1,336,974,2019,2020,1,1678231,2,0,,3,PT,SP,Arlindo Chinaglia,47046248000157,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,POSTO DE SERVICOS MARAVILHA LTDA,429564,,,124.01,0,124.01,
56,2020-02-14 00:00:00,7018137,73433,1,336,974,2019,2020,1,1678231,2,0,,3,PT,SP,Arlindo Chinaglia,49126527000156,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,POSTO FREGOLENTE,106389,,,109.15,0,109.15,
56,2020-02-08 00:00:00,7016803,73433,0,336,974,2019,2020,1,1677637,2,0,,3,PT,SP,Arlindo Chinaglia,48457626000158,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,POSTO MONTE BELO LTDA,085042,,,50,0,50,
56,2020-02-11 00:00:00,7016586,73433,4,336,974,2019,2020,1,1677556,2,0,,3,PT,SP,Arlindo Chinaglia,12856794000179,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,POSTO PARK SUL DERIVADOS DE PETROLEO LTDA,551876,,,100,0,100,
56,2020-02-01 00:00:00,7018133,73433,1,336,974,2019,2020,1,1678231,2,0,,3,PT,SP,Arlindo Chinaglia,16585210000129,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,RENASCENÇA AUTO POSTO B4 LTDA,757982,,,195.02,0,195.02,
56,2020-02-08 00:00:00,7016596,73433,4,336,974,2019,2020,1,1677556,2,0,,3,PT,SP,Arlindo Chinaglia,09136223000155,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,SAO ROQUE COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA,131884,,,90,0,90,
56,2020-02-13 00:00:00,7026617,73433,4,336,974,2019,2020,1,1682446,2,0,,3,PT,SP,Arlindo Chinaglia,09136223000155,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,SAO ROQUE COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA,132841,,,243.41,0,243.41,
56,2020-03-01 00:00:00,7026604,73433,4,336,974,2019,2020,1,1682447,3,0,,3,PT,SP,Arlindo Chinaglia,09136223000155,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,SAO ROQUE COMERCIO VAREJISTA DE COMBUSTIVEIS LTDA,136668,,,214.05,0,214.05,
56,,0,73433,0,336,974,2019,2020,0,0,1,0,0,10,PT,SP,Arlindo Chinaglia,00000000000006,TELEFONIA,,RAMAL,7009787,,,7.7,0,7.7,
56,2020-01-04 00:00:00,6995588,73433,0,336,974,2019,2020,0,1667520,1,0,,10,PT,SP,Arlindo Chinaglia,02558157000162,TELEFONIA,,TELEFÔNICA BRASIL S.A. VIVO,0142030203,,,887.62,17.69,869.93,
56,2020-02-03 00:00:00,7017832,73433,0,336,974,2019,2020,0,1678091,2,0,,10,PT,SP,Arlindo Chinaglia,02558157000162,TELEFONIA,,Telefônica Brasil S.A. VIVO,110571835-SP,,,820.94,18.96,801.98,
56,2020-01-03 00:00:00,7009208,73433,0,336,974,2019,2020,0,1673740,1,0,,10,PT,SP,Arlindo Chinaglia,02558157000162,TELEFONIA,,Telefônica Brasil S.A. VIVO/GVT,104829171,,,863.23,21.11,842.12,
56,2020-01-27 11:51:51,0,73433,1,336,974,2019,2020,0,0,1,0,0,11,PT,SP,Arlindo Chinaglia,00000000000007,SERVIÇOS POSTAIS,,CORREIOS - TELEGRAMA COM CÓPIA,RSP : 2298298,,,16.3,0,16.3,
56,2020-02-13 00:00:00,7026630,73433,4,336,974,2019,2020,0,1682576,2,0,,13,PT,SP,Arlindo Chinaglia,17314329004621,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,,INTERNATIONAL MEAL COMPANY ALIMENTACAO S A,277146,,,24.46,0,24.46,
56,2020-01-10 00:00:00,6993936,73433,0,336,974,2019,2020,0,1666884,1,0,,14,PT,SP,Arlindo Chinaglia,40766826000261,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",,ARITUBA EMPREENDIMENTO TURISTICO LTDA,0000094173,,,600,0,600,
56,2020-02-14 00:00:00,7017963,73433,0,336,974,2019,2020,0,1678166,2,0,,14,PT,SP,Arlindo Chinaglia,54444054000175,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",,ATIQUE HOTEIS LTDA EPP,13465,,,114.5,0,114.5,
56,2020-02-29 00:00:00,7026969,73433,1,336,974,2019,2020,0,1682666,2,0,,14,PT,SP,Arlindo Chinaglia,24451025000170,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",,BAURU OFFICE HOTEL LTDA,0000000058121,,,135,0,135,
56,2020-02-28 00:00:00,7026982,73433,0,336,974,2019,2020,0,1682666,2,0,,14,PT,SP,Arlindo Chinaglia,22005988000114,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",,CASARÃO FERNANDES EIRELI EPP,11925,,,175,0,175,
56,2020-02-09 00:00:00,7017969,73433,0,336,974,2019,2020,0,1678166,2,0,,14,PT,SP,Arlindo Chinaglia,12394427000109,"HOSPEDAGEM ,EXCETO DO PARLAMENTAR NO DISTRITO FEDERAL.",,MARIA CAROLINA LASSO DOS SANTOS EIRELLI - ME,10188,,,89,0,89,
56,2020-01-31 00:00:00,7002877,73433,4,336,974,2019,2020,0,1670937,1,0,,120,PT,SP,Arlindo Chinaglia,00000000000010,LOCAÇÃO OU FRETAMENTO DE VEÍCULOS AUTOMOTORES,,INVESTCAR VEICULOS LTDA,1514,,,3600,0,3600,
56,2020-01-04 00:00:00,7018159,73433,1,336,974,2019,2020,0,1678269,1,0,,122,PT,SP,Arlindo Chinaglia,64019656000139,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",,ASSOCIACAO DOS MOTORISTAS AUTON RADIO TAXI COMUM DE SP,0848610139,,,36,0,36,
56,2020-01-10 00:00:00,7018155,73433,1,336,974,2019,2020,0,1678269,1,0,,122,PT,SP,Arlindo Chinaglia,64019656000139,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",,ASSOCIACAO DOS MOTORISTAS AUTON RADIO TAXI COMUM DE SP,0848652616,,,44,0,44,
56,2020-01-18 00:00:00,7018175,73433,1,336,974,2019,2020,0,1678269,1,0,,122,PT,SP,Arlindo Chinaglia,64019656000139,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",,ASSOCIACAO DOS MOTORISTAS AUTON RADIO TAXI COMUM DE SP,0848659777,,,45,0,45,
56,2020-01-18 00:00:00,7018198,73433,1,336,974,2019,2020,0,1678269,1,0,,122,PT,SP,Arlindo Chinaglia,64019656000139,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",,ASSOCIACAO DOS MOTORISTAS AUTON RADIO TAXI COMUM DE SP,0848678154,,,35,0,35,
56,2020-01-19 00:00:00,7018150,73433,1,336,974,2019,2020,0,1678269,1,0,,122,PT,SP,Arlindo Chinaglia,64019656000139,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",,ASSOCIACAO DOS MOTORISTAS AUTON RADIO TAXI COMUM DE SP,08486888812,,,43,0,43,
56,2020-01-21 00:00:00,7018194,73433,1,336,974,2019,2020,0,1678269,1,0,,122,PT,SP,Arlindo Chinaglia,64019656000139,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",,ASSOCIACAO DOS MOTORISTAS AUTON RADIO TAXI COMUM DE SP,0848691269,,,29,0,29,
56,2020-01-08 00:00:00,7018186,73433,1,336,974,2019,2020,0,1678269,1,0,,122,PT,SP,Arlindo Chinaglia,64019656000139,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",,ASSOCIACAO DOS MOTORISTAS AUTON RADIO TAXI COMUM DE SP,2001081239,,,44,0,44,
56,2020-01-10 00:00:00,7018192,73433,1,336,974,2019,2020,0,1678269,1,0,,122,PT,SP,Arlindo Chinaglia,64019656000139,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",,ASSOCIACAO DOS MOTORISTAS AUTON RADIO TAXI COMUM DE SP,2001101824,,,44,0,44,
56,2020-01-28 00:00:00,7009222,73433,1,336,974,2019,2020,0,1673759,1,0,,122,PT,SP,Arlindo Chinaglia,02451848000162,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",,CONC. SISTEMA ANHANGUERA-BANDEIRANTES S/A,176277,,,9.5,0,9.5,
56,2020-01-28 00:00:00,7009221,73433,1,336,974,2019,2020,0,1673759,1,0,,122,PT,SP,Arlindo Chinaglia,02451848000162,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",,CONC. SISTEMA ANHANGUERA-BANDEIRANTES S/A,176749,,,9.6,0,9.6,
56,2020-01-16 00:00:00,7018231,73433,1,336,974,2019,2020,0,1678281,1,0,,122,PT,SP,Arlindo Chinaglia,60537263039291,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",,COND. SÃO LUIZ,00011300169667,,,17,0,17,
56,2020-02-26 00:00:00,7027049,73433,1,336,974,2019,2020,0,1682667,2,0,,122,PT,SP,Arlindo Chinaglia,46553947000120,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",,COOPERATIVA MISTA DE TRABALHO DOS MOTORISTAS AUTONOMOS DE TAXI ESPECIAL DE SP,sn,,,44,0,44,
56,2020-03-02 00:00:00,7027050,73433,1,336,974,2019,2020,0,1682669,3,0,,122,PT,SP,Arlindo Chinaglia,46553947000120,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",,COOPERATIVA MISTA DE TRABALHO DOS MOTORISTAS AUTONOMOS DE TAXI ESPECIAL DE SP,sn,,,39,0,39,
56,2020-01-23 00:00:00,7018221,73433,1,336,974,2019,2020,0,1678281,1,0,,122,PT,SP,Arlindo Chinaglia,46381521008545,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",,estacionamentos trevo,0092234,,,25,0,25,
56,2020-02-13 00:00:00,7018236,73433,1,336,974,2019,2020,0,1678282,2,0,,122,PT,SP,Arlindo Chinaglia,46381521008545,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",,estacionamentos trevo,00993310,,,25,0,25,
56,2020-01-16 00:00:00,7018224,73433,1,336,974,2019,2020,0,1678281,1,0,,122,PT,SP,Arlindo Chinaglia,19059556000181,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",,PARK 777 LTDA,97223,,,25,0,25,
56,2020-01-22 00:00:00,7018214,73433,1,336,974,2019,2020,0,1678281,1,0,,122,PT,SP,Arlindo Chinaglia,17932347000256,"SERVIÇO DE TÁXI, PEDÁGIO E ESTACIONAMENTO",,PORTO PARK LTDA ME,0027841,,,20,0,20,
56,2020-01-06 00:00:00,1722285,73433,0,336,974,2019,2020,0,0,1,0,0,999,PT,SP,Arlindo Chinaglia,00512777000135,Emissão Bilhete Aéreo,,Cia Aérea - PASSAREDO,Bilhete: 1009-394285,Arlindo Chinaglia,RAO/CGH,764.89,0,764.89,
56,2020-01-07 00:00:00,1722286,73433,0,336,974,2019,2020,0,0,1,0,0,999,PT,SP,Arlindo Chinaglia,00512777000135,Emissão Bilhete Aéreo,,Cia Aérea - PASSAREDO,Bilhete: 1009-395229,Arlindo Chinaglia,CGH/RAO,771.95,0,771.95,
56,2020-01-14 00:00:00,7006102,73441,0,347,993,2019,2020,0,1672468,1,0,,1,REPUBLICANOS,SP,Celso Russomanno,07523555000167,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,ENEL,184366694,,,211.67,0,211.67,
56,2020-02-03 00:00:00,7026640,73441,0,347,993,2019,2020,0,1682957,2,0,,1,REPUBLICANOS,SP,Celso Russomanno,43283811000311,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,KALUNGA COMERCIO E INDUSTRIA GRAFICA LTDA,332166,,,307.7,0,307.7,
56,2020-02-05 00:00:00,7006570,73441,0,347,993,2019,2020,0,1672644,2,0,,1,REPUBLICANOS,SP,Celso Russomanno,08325071000176,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,RPY COMÉRCIO DE MATERIAIS DE PRODUTOS DE LIMPEZA - ME,00239,,,13,0,13,
56,2020-01-22 00:00:00,7027540,73441,0,347,993,2019,2020,0,1682849,1,0,,1,REPUBLICANOS,SP,Celso Russomanno,43776517000180,MANUTENÇÃO DE ESCRITÓRIO DE APOIO À ATIVIDADE PARLAMENTAR,,SABESP,1481007131881,,,105.66,0,105.66,
56,2020-02-27 00:00:00,7027458,73441,0,347,993,2019,2020,1,1682957,2,0,,3,REPUBLICANOS,SP,Celso Russomanno,07431970000190,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,AUTO POSTO BRASIL LTDA,181391,,,300,0,300,
56,2020-02-17 00:00:00,7027519,73441,0,347,993,2019,2020,1,1682958,2,0,,3,REPUBLICANOS,SP,Celso Russomanno,43368281000142,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,AUTO POSTO BUG LT,000175,,,300,0,300,
56,2020-02-17 00:00:00,7027513,73441,0,347,993,2019,2020,1,1682958,2,0,,3,REPUBLICANOS,SP,Celso Russomanno,43368281000142,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,AUTO POSTO BUG LT,000203,,,200,0,200,
56,2020-02-19 00:00:00,7027476,73441,0,347,993,2019,2020,1,1682957,2,0,,3,REPUBLICANOS,SP,Celso Russomanno,43368281000142,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,AUTO POSTO BUG LT,000381,,,100,0,100,
56,2020-02-21 00:00:00,7027482,73441,0,347,993,2019,2020,1,1682957,2,0,,3,REPUBLICANOS,SP,Celso Russomanno,43368281000142,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,AUTO POSTO BUG LT,000563,,,300,0,300,
56,2020-02-26 00:00:00,7027491,73441,0,347,993,2019,2020,1,1682957,2,0,,3,REPUBLICANOS,SP,Celso Russomanno,43368281000142,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,AUTO POSTO BUG LT,000705,,,300,0,300,
56,2020-02-06 00:00:00,7013243,73441,0,347,993,2019,2020,1,1675684,2,0,,3,REPUBLICANOS,SP,Celso Russomanno,43368281000142,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,AUTO POSTO BUG LT,023461,,,100,0,100,
56,2020-02-06 00:00:00,7013259,73441,0,347,993,2019,2020,1,1675684,2,0,,3,REPUBLICANOS,SP,Celso Russomanno,43368281000142,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,AUTO POSTO BUG LT,023483,,,200,0,200,
56,2020-02-07 00:00:00,7013233,73441,0,347,993,2019,2020,1,1675684,2,0,,3,REPUBLICANOS,SP,Celso Russomanno,43368281000142,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,AUTO POSTO BUG LT,023531,,,300,0,300,
56,2020-02-10 00:00:00,7013228,73441,0,347,993,2019,2020,1,1675684,2,0,,3,REPUBLICANOS,SP,Celso Russomanno,43368281000142,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,AUTO POSTO BUG LT,023739,,,100,0,100,
56,2020-02-10 00:00:00,7013221,73441,0,347,993,2019,2020,1,1675684,2,0,,3,REPUBLICANOS,SP,Celso Russomanno,43368281000142,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,AUTO POSTO BUG LT,023765,,,200,0,200,
56,2020-02-04 00:00:00,7005817,73441,4,347,993,2019,2020,1,1672407,2,0,,3,REPUBLICANOS,SP,Celso Russomanno,00692418000107,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,AUTO POSTO CINCO ESTRELAS LTDA,28498,,,240,0,240,
56,2020-02-12 00:00:00,7012454,73441,4,347,993,2019,2020,1,1675550,2,0,,3,REPUBLICANOS,SP,Celso Russomanno,30880112000145,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,AUTO POSTO GOLDEN GAS 202 LTDA,80425,,,200,0,200,
56,2020-02-17 00:00:00,7018392,73441,4,347,993,2019,2020,1,1678428,2,0,,3,REPUBLICANOS,SP,Celso Russomanno,30880112000145,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,AUTO POSTO GOLDEN GAS 202 LTDA,81369,,,200,0,200,
56,2020-02-14 00:00:00,7020006,73441,0,347,993,2019,2020,1,1679644,2,0,,3,REPUBLICANOS,SP,Celso Russomanno,05025949000160,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,AUTO POSTO LIDER BANDEIRAS LTDA,319082,,,200,0,200,
56,2020-02-23 00:00:00,7027484,73441,0,347,993,2019,2020,1,1682957,2,0,,3,REPUBLICANOS,SP,Celso Russomanno,04881800000110,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,BG LESTE PETROLEO LTDA,173435,,,287.58,0,287.58,
56,2020-02-20 00:00:00,7027466,73441,0,347,993,2019,2020,1,1682957,2,0,,3,REPUBLICANOS,SP,Celso Russomanno,14112238000113,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,COMERCIO DE COMBUSTIVEL BRAGANÇA LTDA,072419,,,100,0,100,
56,2020-02-02 00:00:00,7013202,73441,0,347,993,2019,2020,1,1675684,2,0,,3,REPUBLICANOS,SP,Celso Russomanno,52689668000191,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,FGN COML LT,421557,,,300,0,300,
56,2020-02-03 00:00:00,7006575,73441,4,347,993,2019,2020,1,1672642,2,0,,3,REPUBLICANOS,SP,Celso Russomanno,00595058000125,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,POSTO 212 SUL LTDA,98509,,,150,0,150,
56,2020-02-07 00:00:00,7013255,73441,0,347,993,2019,2020,1,1675684,2,0,,3,REPUBLICANOS,SP,Celso Russomanno,08403934000186,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,POSTO DE SERVIÇO NOVA EUROPA LTDA.,229255,,,120.03,0,120.03,
56,2020-02-25 00:00:00,7027505,73441,0,347,993,2019,2020,1,1682957,2,0,,3,REPUBLICANOS,SP,Celso Russomanno,16577821000125,COMBUSTÍVEIS E LUBRIFICANTES.,Veículos Automotores,POSTO DE SERVICOS PORTAL DE CAMPOS LTDA,183979,,,210.42,0,210.42,
56,2020-02-14 00:00:00,7026584,73441,0,347,993,2019,2020,0,1682845,2,0,,5,REPUBLICANOS,SP,Celso Russomanno,18326059000130,DIVULGAÇÃO DA ATIVIDADE PARLAMENTAR.,,Marly de Almeida Silva,65,,,500,0,500,
56,,0,73441,0,347,993,2019,2020,0,0,1,0,0,10,REPUBLICANOS,SP,Celso Russomanno,00000000000006,TELEFONIA,,RAMAL,7009787,,,5.53,0,5.53,
56,2020-01-27 00:00:00,7026347,73441,0,347,993,2019,2020,0,1682318,1,0,,10,REPUBLICANOS,SP,Celso Russomanno,02558157000162,TELEFONIA,,Telefônica Brasil S.A. VIVO/GVT,11000012620258,,,633.01,0,633.01,
56,2020-01-27 00:00:00,7026360,73441,0,347,993,2019,2020,0,1682319,1,0,,10,REPUBLICANOS,SP,Celso Russomanno,02558157000162,TELEFONIA,,Telefônica Brasil S.A. VIVO/GVT,11000012626116,,,78.24,0,78.24,
56,2020-01-27 00:00:00,7026350,73441,0,347,993,2019,2020,0,1682319,1,0,,10,REPUBLICANOS,SP,Celso Russomanno,02558157000162,TELEFONIA,,Telefônica Brasil S.A. VIVO/GVT,11000012629530,,,94.56,0,94.56,
56,2020-01-18 00:00:00,7026366,73441,0,347,993,2019,2020,0,1682319,1,0,,10,REPUBLICANOS,SP,Celso Russomanno,02558157000162,TELEFONIA,,Telefônica Brasil S.A. VIVO/GVT,2074334226,,,249.99,0,249.99,
56,2020-02-19 00:00:00,7026342,73441,0,347,993,2019,2020,0,1682318,2,0,,10,REPUBLICANOS,SP,Celso Russomanno,02558157000162,TELEFONIA,,Telefônica Brasil S.A. VIVO/GVT,2074334226,,,249.99,0,249.99,
56,2020-01-22 17:24:13,0,73441,1,347,993,2019,2020,0,0,1,0,0,11,REPUBLICANOS,SP,Celso Russomanno,00000000000007,SERVIÇOS POSTAIS,,CORREIOS - CAIXA DE ENCOMENDAS BÁSICA/CONVENCIONAL,RSP : 2298152,,,4.9,0,4.9,
56,2020-02-19 17:27:23,0,73441,1,347,993,2019,2020,0,0,2,0,0,11,REPUBLICANOS,SP,Celso Russomanno,00000000000007,SERVIÇOS POSTAIS,,CORREIOS - CARTA REGISTRADA,RSP : 2301959,,,100.8,0,100.8,
56,2020-03-04 12:40:45,0,73441,1,347,993,2019,2020,0,0,3,0,0,11,REPUBLICANOS,SP,Celso Russomanno,00000000000007,SERVIÇOS POSTAIS,,CORREIOS - CARTA REGISTRADA,RSP : 2302563,,,126,0,126,
56,2020-01-22 17:23:40,0,73441,1,347,993,2019,2020,0,0,1,0,0,11,REPUBLICANOS,SP,Celso Russomanno,00000000000007,SERVIÇOS POSTAIS,,CORREIOS - ENCOMENDA PAC,RSP : 2298058,,,21.11,0,21.11,
56,2020-03-05 12:54:46,0,73441,1,347,993,2019,2020,0,0,3,0,0,11,REPUBLICANOS,SP,Celso Russomanno,00000000000007,SERVIÇOS POSTAIS,,CORREIOS - ENCOMENDA PAC,RSP : 2303716,,,349.94,0,349.94,
56,2020-01-30 00:00:00,7013162,73441,0,347,993,2019,2020,0,1675683,1,0,,13,REPUBLICANOS,SP,Celso Russomanno,11377588006235,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,,ADISER COMERCIO DE ALIMENTOS,197541,,,105.1,72.7,32.4,
56,2020-02-09 00:00:00,7013177,73441,0,347,993,2019,2020,0,1675685,2,0,,13,REPUBLICANOS,SP,Celso Russomanno,60909215000666,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,,ALMANARA RESTAURANTES E LANCHONETES LTDA,043753,,,85.5,0,85.5,
56,2020-02-01 00:00:00,7013180,73441,0,347,993,2019,2020,0,1675685,2,0,,13,REPUBLICANOS,SP,Celso Russomanno,60909215000666,FORNECIMENTO DE ALIMENTAÇÃO DO PARLAMENTAR,,ALMANARA RESTAURANTES E LANCHONETES LTDA,066081,,,81.6,0,81.6,
